ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,name
000596.SZ,20230619,267.5,270.0,261.0,265.01,267.9,-2.89,-1.0788,19989.64,528813.356,古井贡酒
000568.SZ,20230619,232.0,234.5,222.78,226.06,232.6,-6.54,-2.8117,98773.68,2237649.596,泸州老窖
600809.SH,20230620,214.38,215.3,208.58,209.0,215.03,-6.03,-2.8043,75328.35,1585971.222,山西汾酒
600519.SH,20230620,1740.0,1765.0,1735.0,1743.46,1744.0,-0.54,-0.031,20946.74,3659824.529,贵州茅台
002304.SZ,20230620,142.8,144.15,141.4,142.21,142.8,-0.59,-0.4132,32197.5,458420.226,洋河股份
000858.SZ,20230620,177.0,178.4,173.6,174.01,177.54,-3.53,-1.9883,178689.34,3129124.755,五粮液
000596.SZ,20230620,265.99,266.44,258.3,261.63,265.01,-3.38,-1.2754,14094.32,367530.036,古井贡酒
000568.SZ,20230620,225.97,226.75,219.57,221.39,226.06,-4.67,-2.0658,69887.46,1553856.826,泸州老窖
600809.SH,20230621,207.0,208.88,203.4,203.6,209.0,-5.4,-2.5837,68927.29,1413874.017,山西汾酒
600519.SH,20230621,1740.0,1756.6,1735.0,1735.83,1743.46,-7.63,-0.4376,17720.61,3088635.934,贵州茅台
002304.SZ,20230621,138.0,139.33,137.3,137.51,138.47,-0.96,-0.6933,28994.21,400818.666,洋河股份
000858.SZ,20230621,173.99,174.89,171.2,171.4,174.01,-2.61,-1.4999,139484.5,2409049.47,五粮液
000596.SZ,20230621,260.94,263.38,257.0,257.58,261.63,-4.05,-1.548,12378.99,321474.109,古井贡酒
000568.SZ,20230621,220.82,224.36,219.66,219.9,221.39,-1.49,-0.673,55981.68,1240592.286,泸州老窖
600809.SH,20230626,199.7,199.7,192.11,195.6,200.28,-4.68,-2.3367,74253.7,1444786.907,山西汾酒
600519.SH,20230626,1720.11,1730.0,1695.0,1709.0,1735.83,-26.83,-1.5457,23992.68,4098619.51,贵州茅台
002304.SZ,20230626,136.98,136.98,133.8,134.97,137.51,-2.54,-1.8471,37705.22,507999.62,洋河股份
000858.SZ,20230626,169.5,169.89,165.0,166.66,171.4,-4.74,-2.7655,219340.31,3652673.794,五粮液
000596.SZ,20230626,254.99,255.98,248.98,252.04,257.58,-5.54,-2.1508,16731.7,421563.898,古井贡酒
000568.SZ,20230626,217.32,217.32,210.03,212.46,219.9,-7.44,-3.3834,72540.56,1540994.49,泸州老窖
600809.SH,20230627,195.49,195.8,186.3,191.89,195.6,-3.71,-1.8967,104119.98,1983861.145,山西汾酒
600519.SH,20230627,1709.99,1719.7,1700.09,1711.05,1709.0,2.05,0.12,15174.46,2598138.744,贵州茅台
002304.SZ,20230627,135.95,136.25,133.8,136.0,134.97,1.03,0.7631,26637.45,360492.657,洋河股份
000858.SZ,20230627,164.17,166.5,162.2,166.12,162.88,3.24,1.9892,200679.06,3307807.251,五粮液
000596.SZ,20230627,252.51,256.49,249.95,253.5,252.04,1.46,0.5793,10946.38,277301.604,古井贡酒
000568.SZ,20230627,212.46,218.8,209.1,218.22,212.46,5.76,2.7111,75284.72,1618289.784,泸州老窖
600809.SH,20230628,191.8,195.65,188.9,191.54,191.89,-0.35,-0.1824,59966.04,1150803.291,山西汾酒
600519.SH,20230628,1713.18,1734.0,1711.0,1728.38,1711.05,17.33,1.0128,18573.56,3199294.221,贵州茅台
002304.SZ,20230628,136.0,136.98,134.5,134.82,136.0,-1.18,-0.8676,34467.91,466351.127,洋河股份
000858.SZ,20230628,165.23,168.6,164.38,166.67,166.12,0.55,0.3311,119426.4,1990481.708,五粮液
000596.SZ,20230628,253.28,258.65,251.1,253.89,253.5,0.39,0.1538,11379.29,289040.642,古井贡酒
000568.SZ,20230628,216.53,221.2,214.53,217.86,218.22,-0.36,-0.165,58291.9,1269910.922,泸州老窖
600809.SH,20230629,191.38,191.44,184.55,185.59,191.54,-5.95,-3.1064,104220.79,1945041.606,山西汾酒
600519.SH,20230629,1731.0,1734.99,1713.01,1713.71,1728.38,-14.67,-0.8488,14231.16,2446524.134,贵州茅台
002304.SZ,20230629,134.87,135.01,131.35,131.95,134.82,-2.87,-2.1288,58044.56,769569.9,洋河股份
000858.SZ,20230629,166.0,166.5,163.27,163.81,166.67,-2.86,-1.716,117723.52,1934965.472,五粮液
000596.SZ,20230629,252.88,255.9,249.0,250.81,253.89,-3.08,-1.2131,10292.53,258650.493,古井贡酒
000568.SZ,20230629,218.0,219.85,211.55,212.27,217.86,-5.59,-2.5659,54819.18,1174707.796,泸州老窖
600809.SH,20230630,187.65,188.4,184.62,185.07,185.59,-0.52,-0.2802,68804.38,1279593.822,山西汾酒
600519.SH,20230630,1700.0,1708.99,1686.48,1691.0,1687.8,3.2,0.1896,20458.69,3472586.73,贵州茅台
002304.SZ,20230630,132.43,133.3,131.02,131.35,131.95,-0.6,-0.4547,46034.46,607826.166,洋河股份
000858.SZ,20230630,164.7,165.1,162.8,163.57,163.81,-0.24,-0.1465,103370.54,1695951.752,五粮液
000596.SZ,20230630,251.2,252.4,245.11,247.38,250.81,-3.43,-1.3676,13166.97,327015.025,古井贡酒
000568.SZ,20230630,211.31,212.98,208.11,209.57,212.27,-2.7,-1.272,71415.78,1502107.54,泸州老窖
600809.SH,20230703,185.07,196.17,183.95,196.17,185.07,11.1,5.9977,110409.77,2121043.878,山西汾酒
600519.SH,20230703,1699.0,1725.28,1692.0,1724.1,1691.0,33.1,1.9574,19139.09,3286737.792,贵州茅台
002304.SZ,20230703,132.1,134.8,131.18,134.51,131.35,3.16,2.4058,47779.68,638861.152,洋河股份
000858.SZ,20230703,163.27,167.49,162.85,167.36,163.57,3.79,2.3171,173373.06,2875749.982,五粮液
000596.SZ,20230703,248.31,256.36,243.53,255.6,247.38,8.22,3.3228,18538.02,469414.256,古井贡酒
000568.SZ,20230703,209.0,219.24,206.13,218.0,209.57,8.43,4.0225,88362.52,1903074.474,泸州老窖
600809.SH,20230704,194.0,201.8,193.1,201.28,196.17,5.11,2.6049,92995.88,1853310.943,山西汾酒
600519.SH,20230704,1724.2,1734.44,1718.08,1730.6,1724.1,6.5,0.377,12472.38,2155553.635,贵州茅台
002304.SZ,20230704,134.7,134.88,133.01,134.88,134.51,0.37,0.2751,29727.13,398381.61,洋河股份
000858.SZ,20230704,167.0,168.5,165.55,168.22,167.36,0.86,0.5139,125957.42,2107039.768,五粮液
000596.SZ,20230704,255.6,257.1,250.55,257.06,255.6,1.46,0.5712,10806.64,275098.183,古井贡酒
000568.SZ,20230704,218.0,221.5,215.68,220.85,218.0,2.85,1.3073,59784.6,1309876.856,泸州老窖
600809.SH,20230705,201.28,201.5,196.17,198.05,201.28,-3.23,-1.6047,51743.31,1023272.357,山西汾酒
600519.SH,20230705,1730.0,1731.97,1700.0,1715.38,1730.6,-15.22,-0.8795,14745.39,2523960.725,贵州茅台
002304.SZ,20230705,134.89,134.9,131.86,132.32,134.88,-2.56,-1.898,41935.21,555371.416,洋河股份
000858.SZ,20230705,167.52,167.6,165.0,165.38,168.22,-2.84,-1.6883,115416.08,1911856.439,五粮液
000596.SZ,20230705,255.99,255.99,249.2,251.94,257.06,-5.12,-1.9918,12868.86,323864.221,古井贡酒
000568.SZ,20230705,220.0,220.85,213.16,214.72,220.85,-6.13,-2.7756,54011.12,1161297.045,泸州老窖
600809.SH,20230706,196.7,201.5,196.01,197.93,198.05,-0.12,-0.0606,48307.18,956904.078,山西汾酒
600519.SH,20230706,1709.16,1733.0,1700.0,1702.98,1715.38,-12.4,-0.7229,15140.62,2589459.002,贵州茅台
002304.SZ,20230706,131.9,132.76,130.28,130.72,132.32,-1.6,-1.2092,41461.18,543915.806,洋河股份
000858.SZ,20230706,165.3,166.81,163.85,164.3,165.38,-1.08,-0.653,101449.77,1672166.188,五粮液
000596.SZ,20230706,251.9,254.0,245.3,247.02,251.94,-4.92,-1.9528,14179.2,352417.088,古井贡酒
000568.SZ,20230706,213.99,217.69,212.17,212.68,214.72,-2.04,-0.9501,35353.68,756527.249,泸州老窖
600809.SH,20230707,196.66,202.0,196.01,198.1,197.93,0.17,0.0859,50100.13,997675.395,山西汾酒
600519.SH,20230707,1701.0,1708.99,1690.0,1690.03,1702.98,-12.95,-0.7604,15167.42,2571458.553,贵州茅台
002304.SZ,20230707,130.69,131.15,129.97,130.28,130.72,-0.44,-0.3366,26924.0,350948.169,洋河股份
000858.SZ,20230707,164.19,165.0,163.32,163.66,164.3,-0.64,-0.3895,78969.85,1294178.678,五粮液
000596.SZ,20230707,245.99,249.0,243.6,247.0,247.02,-0.02,-0.0081,9352.94,230902.431,古井贡酒
000568.SZ,20230707,212.02,213.68,210.15,211.35,212.68,-1.33,-0.6254,36184.2,766973.161,泸州老窖
600809.SH,20230710,198.13,205.0,198.13,201.37,198.1,3.27,1.6507,56889.37,1149081.509,山西汾酒
600519.SH,20230710,1705.0,1714.96,1700.0,1700.9,1690.03,10.87,0.6432,13477.41,2298241.728,贵州茅台
002304.SZ,20230710,131.11,132.18,130.38,130.99,130.28,0.71,0.545,31954.55,419243.429,洋河股份
000858.SZ,20230710,164.98,166.5,164.21,164.6,163.66,0.94,0.5744,96715.25,1597774.605,五粮液
000596.SZ,20230710,247.61,249.33,243.49,245.5,247.0,-1.5,-0.6073,12637.82,310617.726,古井贡酒
000568.SZ,20230710,214.35,216.58,212.1,213.0,211.35,1.65,0.7807,39778.22,852086.963,泸州老窖
600809.SH,20230711,201.91,203.0,200.01,201.91,201.37,0.54,0.2682,34585.09,696070.821,山西汾酒
600519.SH,20230711,1710.0,1715.17,1702.1,1710.0,1700.9,9.1,0.535,12582.7,2151079.27,贵州茅台
002304.SZ,20230711,131.48,131.65,130.4,131.25,130.99,0.26,0.1985,30152.32,394513.291,洋河股份
000858.SZ,20230711,165.45,165.76,163.88,165.14,164.6,0.54,0.3281,70205.62,1156564.822,五粮液
000596.SZ,20230711,245.0,245.29,242.17,244.28,245.5,-1.22,-0.4969,10176.47,247786.588,古井贡酒
000568.SZ,20230711,214.24,214.49,210.3,212.43,213.0,-0.57,-0.2676,33554.63,711732.025,泸州老窖
600809.SH,20230712,201.02,208.0,201.02,204.34,201.91,2.43,1.2035,54078.82,1111017.37,山西汾酒
600519.SH,20230712,1713.04,1723.0,1711.33,1713.8,1710.0,3.8,0.2222,13284.67,2280785.351,贵州茅台
002304.SZ,20230712,131.45,132.41,131.01,131.93,131.25,0.68,0.5181,25397.62,334727.563,洋河股份
000858.SZ,20230712,165.2,166.66,165.0,165.46,165.14,0.32,0.1938,118840.29,1970009.88,五粮液
000596.SZ,20230712,243.97,247.54,243.09,245.37,244.28,1.09,0.4462,9019.41,221670.156,古井贡酒
000568.SZ,20230712,212.43,215.61,211.81,213.85,212.43,1.42,0.6685,38297.05,821018.52,泸州老窖
600809.SH,20230713,205.11,215.33,205.11,212.96,204.34,8.62,4.2185,117544.04,2488090.585,山西汾酒
600519.SH,20230713,1721.99,1745.41,1719.01,1738.4,1713.8,24.6,1.4354,25806.54,4479772.5,贵州茅台
002304.SZ,20230713,132.49,135.35,132.49,134.95,131.93,3.02,2.2891,66519.5,895207.994,洋河股份
000858.SZ,20230713,167.88,173.0,166.65,172.65,165.46,7.19,4.3455,323513.6,5531880.616,五粮液
000596.SZ,20230713,243.68,249.98,243.21,246.61,242.37,4.24,1.7494,17445.25,431001.25,古井贡酒
000568.SZ,20230713,215.99,227.87,215.8,227.25,213.85,13.4,6.2661,104431.62,2338475.731,泸州老窖
600809.SH,20230714,213.88,215.61,209.7,211.0,212.96,-1.96,-0.9204,49542.86,1047920.727,山西汾酒
600519.SH,20230714,1756.0,1758.5,1741.2,1753.0,1738.4,14.6,0.8399,18550.3,3245530.255,贵州茅台
002304.SZ,20230714,135.76,135.8,134.01,135.08,134.95,0.13,0.0963,33139.91,446745.816,洋河股份
000858.SZ,20230714,173.6,174.33,170.79,171.99,172.65,-0.66,-0.3823,150722.88,2594877.559,五粮液
000596.SZ,20230714,246.88,249.98,245.58,248.0,246.61,1.39,0.5636,10942.72,270824.975,古井贡酒
000568.SZ,20230714,228.36,229.99,225.32,228.99,227.25,1.74,0.7657,50257.6,1142234.848,泸州老窖
600809.SH,20230717,209.01,211.24,206.0,210.84,211.0,-0.16,-0.0758,44664.11,933476.033,山西汾酒
600519.SH,20230717,1751.0,1751.0,1726.6,1729.97,1753.0,-23.03,-1.3137,14336.48,2482069.846,贵州茅台
002304.SZ,20230717,134.37,134.5,133.02,133.63,135.08,-1.45,-1.0734,21361.35,284952.184,洋河股份
000858.SZ,20230717,170.5,170.98,168.16,169.66,171.99,-2.33,-1.3547,93256.75,1575729.874,五粮液
000596.SZ,20230717,247.01,248.88,244.8,247.54,248.0,-0.46,-0.1855,7989.11,197502.592,古井贡酒
000568.SZ,20230717,227.13,227.21,220.22,222.99,228.99,-6.0,-2.6202,48730.06,1085353.276,泸州老窖
600809.SH,20230718,212.0,213.2,209.71,211.41,210.84,0.57,0.2703,33640.18,711411.138,山西汾酒
600519.SH,20230718,1733.58,1734.51,1721.0,1722.8,1729.97,-7.17,-0.4145,14737.65,2544005.063,贵州茅台
002304.SZ,20230718,133.63,133.99,131.65,131.98,133.63,-1.65,-1.2348,31076.68,411246.458,洋河股份
000858.SZ,20230718,169.7,170.23,168.0,168.4,169.66,-1.26,-0.7427,81959.02,1381227.321,五粮液
000596.SZ,20230718,247.7,248.91,244.7,245.12,247.54,-2.42,-0.9776,8942.6,220089.281,古井贡酒
000568.SZ,20230718,223.99,224.0,220.88,222.3,222.99,-0.69,-0.3094,29882.77,664492.621,泸州老窖
600809.SH,20230719,210.01,213.5,209.72,212.95,211.41,1.54,0.7284,38050.54,808189.348,山西汾酒
600519.SH,20230719,1715.01,1728.0,1713.8,1723.0,1722.8,0.2,0.0116,12483.22,2147704.435,贵州茅台
002304.SZ,20230719,131.5,132.28,130.6,131.61,131.98,-0.37,-0.2803,29084.3,381730.265,洋河股份
000858.SZ,20230719,167.82,168.76,166.81,168.32,168.4,-0.08,-0.0475,76855.51,1288284.983,五粮液
000596.SZ,20230719,245.12,247.5,242.5,244.32,245.12,-0.8,-0.3264,8368.34,204842.659,古井贡酒
000568.SZ,20230719,221.0,222.97,218.7,221.15,222.3,-1.15,-0.5173,40434.15,891879.587,泸州老窖
600809.SH,20230720,214.68,217.0,211.76,213.0,212.95,0.05,0.0235,43573.68,933242.943,山西汾酒
600519.SH,20230720,1727.99,1748.98,1722.0,1724.0,1723.0,1.0,0.058,16692.65,2897176.49,贵州茅台
002304.SZ,20230720,132.0,133.46,131.02,131.17,131.61,-0.44,-0.3343,33905.19,448633.893,洋河股份
000858.SZ,20230720,169.0,171.28,168.08,168.56,168.32,0.24,0.1426,127501.98,2163844.782,五粮液
000596.SZ,20230720,244.8,252.0,244.16,245.0,244.32,0.68,0.2783,14173.99,351504.533,古井贡酒
000568.SZ,20230720,222.78,227.36,221.69,222.24,221.15,1.09,0.4929,59040.47,1325949.956,泸州老窖
600809.SH,20230721,211.66,218.49,209.62,214.52,213.0,1.52,0.7136,74725.77,1606564.462,山西汾酒
600519.SH,20230721,1731.88,1772.5,1726.0,1771.3,1724.0,47.3,2.7436,39377.4,6931535.726,贵州茅台
002304.SZ,20230721,131.33,135.15,131.3,133.81,131.17,2.64,2.0127,48370.8,647054.304,洋河股份
000858.SZ,20230721,169.88,174.0,167.88,171.27,168.56,2.71,1.6077,195386.88,3356305.157,五粮液
000596.SZ,20230721,245.0,254.62,243.71,252.83,245.0,7.83,3.1959,26068.13,654851.474,古井贡酒
000568.SZ,20230721,222.31,230.3,220.49,226.95,222.24,4.71,2.1193,71076.1,1611673.986,泸州老窖
600809.SH,20230724,211.1,212.28,207.0,209.3,214.52,-5.22,-2.4333,82512.83,1722858.317,山西汾酒
600519.SH,20230724,1750.52,1771.15,1750.52,1771.15,1771.3,-0.15,-0.0085,19713.37,3476648.177,贵州茅台
002304.SZ,20230724,133.0,133.84,132.61,133.29,133.81,-0.52,-0.3886,26570.54,354089.107,洋河股份
000858.SZ,20230724,169.13,170.0,167.9,169.36,171.27,-1.91,-1.1152,131716.39,2222174.196,五粮液
000596.SZ,20230724,252.8,252.8,246.02,248.09,252.83,-4.74,-1.8748,13634.01,338623.697,古井贡酒
000568.SZ,20230724,226.02,227.49,221.03,223.07,226.95,-3.88,-1.7096,52271.38,1168852.338,泸州老窖
600809.SH,20230725,222.0,226.8,219.13,225.0,209.3,15.7,7.5012,164222.65,3672159.82,山西汾酒
600519.SH,20230725,1800.0,1828.88,1799.99,1828.55,1771.15,57.4,3.2408,43086.46,7837450.019,贵州茅台
002304.SZ,20230725,136.0,139.32,136.0,138.64,133.29,5.35,4.0138,91752.3,1263866.453,洋河股份
000858.SZ,20230725,176.0,180.67,175.17,179.5,169.36,10.14,5.9872,440631.94,7867658.288,五粮液
000596.SZ,20230725,257.0,264.0,255.5,258.8,248.09,10.71,4.317,32414.36,843241.762,古井贡酒
000568.SZ,20230725,234.22,240.72,234.22,238.76,223.07,15.69,7.0337,134886.95,3215186.972,泸州老窖
600809.SH,20230726,224.98,229.98,224.54,227.92,225.0,2.92,1.2978,86920.42,1975369.6,山西汾酒
600519.SH,20230726,1828.55,1835.99,1815.08,1828.55,1828.55,0.0,0.0,19611.45,3580171.484,贵州茅台
002304.SZ,20230726,138.01,139.29,137.42,138.89,138.64,0.25,0.1803,41847.71,578706.86,洋河股份
000858.SZ,20230726,179.5,180.68,176.85,177.8,179.5,-1.7,-0.9471,174025.43,3104017.698,五粮液
000596.SZ,20230726,257.69,263.0,255.51,259.58,258.8,0.78,0.3014,11854.17,307721.196,古井贡酒
000568.SZ,20230726,238.11,241.77,235.0,237.7,238.76,-1.06,-0.444,73720.92,1752337.391,泸州老窖
600809.SH,20230727,228.05,237.61,228.05,235.7,227.92,7.78,3.4135,110266.99,2584319.538,山西汾酒
600519.SH,20230727,1836.0,1854.79,1828.7,1838.03,1828.55,9.48,0.5184,20340.43,3749635.29,贵州茅台
002304.SZ,20230727,138.89,140.8,138.1,138.71,138.89,-0.18,-0.1296,53738.03,748743.31,洋河股份
000858.SZ,20230727,178.97,180.85,176.85,178.46,177.8,0.66,0.3712,187987.06,3367125.65,五粮液
000596.SZ,20230727,259.98,269.0,258.0,266.02,259.58,6.44,2.4809,26139.49,695685.451,古井贡酒
000568.SZ,20230727,237.73,244.3,235.9,239.77,237.7,2.07,0.8708,76092.99,1832446.992,泸州老窖
600809.SH,20230728,233.11,238.18,229.5,237.28,235.7,1.58,0.6703,92098.4,2168100.983,山西汾酒
600519.SH,20230728,1832.0,1900.0,1828.01,1897.0,1838.03,58.97,3.2083,39017.92,7330314.112,贵州茅台
002304.SZ,20230728,137.96,143.3,137.5,142.76,138.71,4.05,2.9198,79730.02,1125658.751,洋河股份
000858.SZ,20230728,177.3,182.16,176.63,181.18,178.46,2.72,1.5242,319693.16,5753479.23,五粮液
000596.SZ,20230728,267.02,278.6,264.01,277.56,266.02,11.54,4.338,26917.15,736711.195,古井贡酒
000568.SZ,20230728,238.51,246.21,238.0,244.97,239.77,5.2,2.1687,95108.28,2313427.34,泸州老窖
600809.SH,20230731,239.3,248.56,236.2,238.78,237.28,1.5,0.6322,124154.0,3008034.407,山西汾酒
600519.SH,20230731,1908.0,1935.0,1874.0,1880.58,1897.0,-16.42,-0.8656,45378.61,8615279.839,贵州茅台
002304.SZ,20230731,146.0,150.0,145.74,146.64,142.76,3.88,2.7178,136608.82,2017657.527,洋河股份
000858.SZ,20230731,186.6,188.57,180.98,181.0,181.18,-0.18,-0.0993,315593.53,5816020.903,五粮液
000596.SZ,20230731,277.55,295.0,271.5,272.11,277.56,-5.45,-1.9635,31075.93,870408.472,古井贡酒
000568.SZ,20230731,247.0,254.8,240.99,241.11,244.97,-3.86,-1.5757,106139.01,2610152.205,泸州老窖
600809.SH,20230801,236.99,239.8,230.33,232.5,238.78,-6.28,-2.63,97276.04,2275481.618,山西汾酒
600519.SH,20230801,1878.01,1906.95,1877.89,1889.0,1880.58,8.42,0.4477,19230.62,3635857.283,贵州茅台
002304.SZ,20230801,146.5,148.88,143.74,144.55,146.64,-2.09,-1.4253,64110.48,935361.81,洋河股份
000858.SZ,20230801,181.69,184.15,178.5,179.88,181.0,-1.12,-0.6188,195718.03,3543719.056,五粮液
000596.SZ,20230801,272.12,274.49,266.98,269.15,272.11,-2.96,-1.0878,15646.31,422992.152,古井贡酒
000568.SZ,20230801,240.41,243.47,236.8,237.59,241.11,-3.52,-1.4599,70812.44,1692895.189,泸州老窖
600809.SH,20230802,230.47,234.98,229.6,231.35,232.5,-1.15,-0.4946,42908.01,993312.548,山西汾酒
600519.SH,20230802,1883.4,1890.0,1866.8,1880.0,1889.0,-9.0,-0.4764,18508.72,3478674.239,贵州茅台
002304.SZ,20230802,143.5,145.7,142.69,143.33,144.55,-1.22,-0.844,34165.84,490981.974,洋河股份
000858.SZ,20230802,179.0,180.99,177.2,177.98,179.88,-1.9,-1.0563,155080.19,2770075.424,五粮液
000596.SZ,20230802,267.9,270.8,267.01,269.02,269.15,-0.13,-0.0483,9164.98,246174.568,古井贡酒
000568.SZ,20230802,236.4,240.5,235.67,237.42,237.59,-0.17,-0.0716,41477.39,984230.268,泸州老窖
600809.SH,20230803,232.8,236.35,227.2,234.57,231.35,3.22,1.3918,54360.45,1264139.255,山西汾酒
600519.SH,20230803,1870.0,1890.0,1850.5,1878.47,1880.0,-1.53,-0.0814,21543.47,4031087.705,贵州茅台
002304.SZ,20230803,143.33,145.66,142.4,144.6,143.33,1.27,0.8861,37392.8,538627.321,洋河股份
000858.SZ,20230803,177.04,179.96,175.13,178.6,177.98,0.62,0.3484,152645.98,2712382.851,五粮液
000596.SZ,20230803,267.98,272.0,264.53,269.6,269.02,0.58,0.2156,10957.18,293522.889,古井贡酒
000568.SZ,20230803,237.35,239.52,234.5,237.88,237.42,0.46,0.1937,45751.46,1084149.966,泸州老窖
600809.SH,20230804,237.6,240.99,232.6,234.15,234.57,-0.42,-0.1791,46780.19,1101950.042,山西汾酒
600519.SH,20230804,1887.82,1906.52,1882.0,1893.47,1878.47,15.0,0.7985,24573.64,4655813.751,贵州茅台
002304.SZ,20230804,146.12,147.67,143.71,144.5,144.6,-0.1,-0.0692,64265.2,935150.759,洋河股份
000858.SZ,20230804,181.39,182.5,178.7,179.28,178.6,0.68,0.3807,143477.61,2585669.217,五粮液
000596.SZ,20230804,271.95,277.0,268.35,269.69,269.6,0.09,0.0334,9952.45,269680.451,古井贡酒
000568.SZ,20230804,242.0,243.44,238.8,239.9,237.88,2.02,0.8492,53824.0,1298302.063,泸州老窖
600809.SH,20230807,233.88,235.47,230.0,231.93,234.15,-2.22,-0.9481,45327.85,1051359.908,山西汾酒
600519.SH,20230807,1880.95,1898.0,1871.03,1887.93,1893.47,-5.54,-0.2926,23892.45,4491893.14,贵州茅台
002304.SZ,20230807,144.29,144.29,141.5,142.37,144.5,-2.13,-1.474,38185.19,543867.1,洋河股份
000858.SZ,20230807,178.3,179.28,176.4,177.31,179.28,-1.97,-1.0988,156929.62,2784302.714,五粮液
000596.SZ,20230807,266.01,269.79,264.0,265.8,269.69,-3.89,-1.4424,11829.57,315001.979,古井贡酒
000568.SZ,20230807,237.5,238.48,233.89,235.21,239.9,-4.69,-1.955,56931.02,1340377.518,泸州老窖
600809.SH,20230808,230.0,233.33,229.2,230.7,231.93,-1.23,-0.5303,30425.05,702369.908,山西汾酒
600519.SH,20230808,1880.03,1893.71,1864.08,1890.0,1887.93,2.07,0.1096,17736.18,3333559.505,贵州茅台
002304.SZ,20230808,141.85,143.15,141.33,142.22,142.37,-0.15,-0.1054,23183.45,329433.578,洋河股份
000858.SZ,20230808,176.18,178.06,175.18,176.88,177.31,-0.43,-0.2425,116143.22,2050696.313,五粮液
000596.SZ,20230808,265.8,269.57,263.28,268.1,265.8,2.3,0.8653,10316.4,275689.795,古井贡酒
000568.SZ,20230808,234.99,237.91,233.04,235.9,235.21,0.69,0.2934,38840.26,915342.777,泸州老窖
600809.SH,20230809,230.71,233.0,229.67,231.7,230.7,1.0,0.4335,31355.32,724876.589,山西汾酒
600519.SH,20230809,1890.0,1905.0,1882.96,1890.28,1890.0,0.28,0.0148,18523.46,3506306.394,贵州茅台
002304.SZ,20230809,141.84,142.97,141.79,142.84,142.22,0.62,0.4359,20821.58,296654.789,洋河股份
000858.SZ,20230809,177.46,177.88,176.1,177.18,176.88,0.3,0.1696,86795.51,1536212.479,五粮液
000596.SZ,20230809,267.49,273.0,266.5,271.63,268.1,3.53,1.3167,11535.0,312437.487,古井贡酒
000568.SZ,20230809,235.01,237.77,234.5,237.3,235.9,1.4,0.5935,40366.82,953723.001,泸州老窖
600809.SH,20230810,230.33,232.9,229.25,231.96,231.7,0.26,0.1122,25105.4,580133.414,山西汾酒
600519.SH,20230810,1882.0,1889.0,1862.3,1875.0,1890.28,-15.28,-0.8083,18436.19,3454219.14,贵州茅台
002304.SZ,20230810,142.85,142.85,140.65,142.2,142.84,-0.64,-0.4481,27743.98,393152.003,洋河股份
000858.SZ,20230810,176.88,177.0,174.66,176.31,177.18,-0.87,-0.491,104237.85,1833070.604,五粮液
000596.SZ,20230810,270.38,272.56,268.38,271.39,271.63,-0.24,-0.0884,11234.17,303705.726,古井贡酒
000568.SZ,20230810,236.5,238.42,234.53,237.0,237.3,-0.3,-0.1264,41150.66,974117.236,泸州老窖
600809.SH,20230811,232.28,232.8,226.3,226.3,231.96,-5.66,-2.4401,43862.35,999601.676,山西汾酒
600519.SH,20230811,1885.0,1885.4,1833.88,1834.0,1875.0,-41.0,-2.1867,26786.49,4959166.751,贵州茅台
002304.SZ,20230811,142.6,143.0,138.8,138.8,142.2,-3.4,-2.391,38958.0,545066.332,洋河股份
000858.SZ,20230811,177.46,177.55,172.27,172.36,176.31,-3.95,-2.2404,148886.27,2590746.331,五粮液
000596.SZ,20230811,272.42,274.57,267.0,267.0,271.39,-4.39,-1.6176,11386.35,308752.264,古井贡酒
000568.SZ,20230811,238.9,239.31,232.68,232.68,237.0,-4.32,-1.8228,41473.54,973863.951,泸州老窖
600809.SH,20230814,222.0,224.68,219.23,224.27,226.3,-2.03,-0.897,48296.16,1071456.342,山西汾酒
600519.SH,20230814,1810.0,1824.98,1796.0,1803.0,1834.0,-31.0,-1.6903,23731.19,4285362.053,贵州茅台
002304.SZ,20230814,136.22,137.0,133.92,135.69,138.8,-3.11,-2.2406,71425.68,965641.507,洋河股份
000858.SZ,20230814,170.0,170.33,166.0,168.62,172.36,-3.74,-2.1699,210945.14,3548868.735,五粮液
000596.SZ,20230814,264.67,266.11,259.09,265.52,267.0,-1.48,-0.5543,12162.43,319678.067,古井贡酒
000568.SZ,20230814,230.0,230.31,225.6,229.9,232.68,-2.78,-1.1948,49431.38,1128152.541,泸州老窖
600809.SH,20230815,224.25,225.58,221.0,224.0,224.27,-0.27,-0.1204,32786.97,732313.248,山西汾酒
600519.SH,20230815,1809.0,1818.0,1801.01,1812.98,1803.0,9.98,0.5535,14817.99,2682125.119,贵州茅台
002304.SZ,20230815,135.8,137.3,135.01,136.86,135.69,1.17,0.8623,31754.76,432656.597,洋河股份
000858.SZ,20230815,168.61,168.9,165.69,166.5,168.62,-2.12,-1.2573,168144.67,2803400.143,五粮液
000596.SZ,20230815,268.18,268.5,262.52,263.51,265.52,-2.01,-0.757,9533.86,252574.124,古井贡酒
000568.SZ,20230815,232.09,232.09,227.16,229.33,229.9,-0.57,-0.2479,31354.84,717508.538,泸州老窖
600809.SH,20230816,222.6,227.59,222.22,225.5,224.0,1.5,0.6696,38922.64,877828.147,山西汾酒
600519.SH,20230816,1807.58,1823.35,1806.0,1820.0,1812.98,7.02,0.3872,13184.31,2396261.791,贵州茅台
